City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
354,Lae,PG,-6.72,146.98,75.36,85,14,4.88,few clouds
355,Chumikan,RU,54.72,135.31,61.7,96,99,11.14,light rain
356,Manacapuru,BR,-3.30,-60.62,92.66,45,11,1.03,few clouds
357,Arman,RU,59.70,150.17,50.02,82,94,3.96,overcast clouds
358,Broken Hill,AU,-31.95,141.43,54.95,43,57,22.35,broken clouds
359,Saint Anthony,US,45.02,-93.22,79.93,64,75,6.91,broken clouds
360,Bonfim,BR,3.08,-59.95,87.75,53,61,5.48,broken clouds
361,Zeya,RU,53.75,127.27,60.15,97,100,5.32,light rain
362,Mega,ET,4.05,38.30,65.39,52,86,11.59,overcast clouds
363,Fairview,US,40.81,-74.00,78.12,55,42,3.56,scattered clouds
364,Medea,DZ,36.26,2.75,85.75,25,75,12.88,broken clouds
365,Lacolle,CA,45.08,-73.37,77.25,70,99,11.79,overcast clouds
366,Caluquembe,AO,-13.78,14.68,81.52,13,5,1.77,clear sky
367,Enkhuizen,NL,52.70,5.28,69.04,86,100,8.01,light rain
368,Yar-Sale,RU,66.83,70.83,47.75,83,98,22.62,overcast clouds
369,Kuito,AO,-12.38,16.93,79.05,15,1,3.09,clear sky
370,Belousovka,KZ,50.13,82.52,58.05,58,75,11.18,broken clouds
371,Jiexiu,CN,37.02,111.91,74.98,75,86,4.7,overcast clouds
372,Margate,GB,51.38,1.39,71.69,82,100,3.0,overcast clouds
373,Kjustendil,BG,42.28,22.69,82.85,38,63,3.89,broken clouds
374,Paamiut,GL,61.99,-49.67,41.88,88,3,22.03,clear sky
375,Jejuri,IN,18.28,74.17,70.93,86,52,7.9,broken clouds
376,Langfang,CN,39.51,116.69,76.12,80,98,6.15,overcast clouds
377,Comodoro Rivadavia,AR,-45.87,-67.50,44.46,49,20,16.11,few clouds
378,Bentiu,SS,9.23,29.83,73.13,94,100,1.83,light rain
379,Senec,SK,48.22,17.40,95.99,28,0,3.44,clear sky
380,Sisimiut,GL,66.94,-53.67,41.85,85,100,6.35,overcast clouds
381,Machilipatnam,IN,16.17,81.13,84.72,76,97,7.18,overcast clouds
382,Pianco,BR,-7.20,-37.93,91.71,30,7,17.22,clear sky
383,Maniitsoq,GL,65.42,-52.90,42.17,88,96,7.38,overcast clouds
384,Omsukchan,RU,62.53,155.80,45.0,92,100,3.11,overcast clouds
385,Kamenka,RU,51.32,42.77,80.96,28,61,25.05,broken clouds
386,Itoman,JP,26.12,127.67,82.42,89,20,14.97,few clouds
387,Oktyabrskoye,RU,43.06,44.74,82.54,58,20,8.95,few clouds
388,Nsoko,SZ,-27.03,31.95,76.93,16,11,6.51,few clouds
389,Kungurtug,RU,50.60,97.52,44.01,83,21,2.75,few clouds
390,Saint-Joseph,RE,-21.37,55.62,70.18,74,16,7.78,few clouds
391,Norman Wells,CA,65.28,-126.83,60.84,77,40,8.05,scattered clouds
392,Sao Jose Da Coroa Grande,BR,-8.90,-35.15,79.03,68,42,16.44,scattered clouds
393,Lorengau,PG,-2.02,147.27,79.47,85,58,6.08,broken clouds
394,Plainview,US,40.78,-73.47,76.17,62,66,5.01,broken clouds
395,Singleton,AU,-32.57,151.18,41.99,83,9,4.12,clear sky
396,Khrebtovaya,RU,56.70,104.25,45.52,98,100,6.93,overcast clouds
397,Vestmannaeyjar,IS,63.44,-20.27,50.99,93,100,13.8,fog
398,Los Llanos De Aridane,ES,28.66,-17.92,69.55,88,75,23.02,light intensity drizzle
399,Kashi,CN,39.45,75.98,81.61,34,15,6.71,few clouds
400,Ruwi,OM,23.60,58.55,93.06,57,100,12.33,overcast clouds
401,Gap,FR,44.67,6.00,59.49,63,99,4.83,overcast clouds
402,Lieksa,FI,63.32,30.02,75.29,64,70,10.58,broken clouds
403,Lensk,RU,60.73,114.93,50.86,96,93,9.66,overcast clouds
404,Camana,PE,-16.62,-72.71,61.32,77,79,10.94,broken clouds
405,Klaksvik,FO,62.23,-6.59,50.92,75,100,20.74,overcast clouds
406,Alice Springs,AU,-23.70,133.88,60.35,18,5,5.75,clear sky
407,Saint George,US,37.10,-113.58,83.79,51,0,4.61,clear sky
408,Roma,US,43.21,-75.46,76.95,73,100,1.66,overcast clouds
409,Xixiang,CN,35.16,112.86,80.73,71,95,7.99,overcast clouds
410,Pyrzyce,PL,53.15,14.89,84.61,37,94,9.82,overcast clouds
411,Dingle,PH,11.00,122.67,76.57,89,99,2.82,overcast clouds
412,Lazarev,RU,52.23,141.51,62.37,90,51,15.88,broken clouds
413,Weihe,CN,33.00,105.32,70.03,98,96,3.31,overcast clouds
414,Kharp,RU,66.80,65.81,47.14,65,69,7.49,broken clouds
415,Touros,BR,-5.20,-35.46,82.51,62,23,18.97,few clouds
416,Raudeberg,NO,61.99,5.14,57.87,69,96,18.7,overcast clouds
417,Wilmington,US,34.23,-77.94,82.89,67,100,5.01,overcast clouds
418,Tawang,IN,27.58,91.87,59.45,94,94,0.38,overcast clouds
419,Amarpur,IN,25.03,86.90,90.39,52,59,4.76,broken clouds
420,Alihe,CN,50.57,123.72,60.58,98,100,2.59,light rain
421,Zhaotong,CN,27.32,103.72,65.25,87,90,4.12,overcast clouds
422,Kattivakkam,IN,13.22,80.32,86.09,88,92,12.88,overcast clouds
423,Maumere,ID,-8.62,122.21,76.64,80,96,5.17,overcast clouds
424,Tual,ID,-5.67,132.75,78.28,79,71,19.57,broken clouds
425,La Ronge,CA,55.10,-105.28,66.45,77,100,5.75,overcast clouds
426,Mandalgovi,MN,45.76,106.27,62.6,51,100,11.12,overcast clouds
427,Tessalit,ML,20.20,1.01,100.62,21,67,9.17,broken clouds
428,Aksarka,RU,66.56,67.80,47.23,67,97,20.85,overcast clouds
429,La Macarena,CO,2.18,-73.78,87.01,54,62,5.7,broken clouds
430,Bilibino,RU,68.05,166.44,37.8,67,97,3.65,overcast clouds
431,Kitui,KE,-1.37,38.01,73.38,38,94,10.29,overcast clouds
432,Ewa Beach,US,21.32,-158.01,75.4,87,0,3.0,clear sky
433,Emba,KZ,48.83,58.14,81.16,21,5,6.78,clear sky
434,Krasnyy Chikoy,RU,50.36,108.75,47.75,81,7,0.6,clear sky
435,Ugra,RU,54.78,34.33,73.74,59,85,4.43,overcast clouds
436,Linqing,CN,36.85,115.71,77.9,83,79,6.6,broken clouds
437,Cabo San Lucas,MX,22.89,-109.91,82.51,83,100,3.09,overcast clouds
438,Yabrud,SY,33.97,36.66,83.16,19,0,4.09,clear sky
439,Pila,PL,53.15,16.74,88.75,31,77,4.38,broken clouds
440,Bowen,AU,-20.02,148.23,56.88,60,0,6.4,clear sky
441,Zhezkazgan,KZ,47.80,67.71,71.24,21,0,9.44,clear sky
442,Tirumullaivasal,IN,11.23,79.83,83.03,78,99,16.78,overcast clouds
443,Srednekolymsk,RU,67.45,153.68,49.66,79,100,8.14,overcast clouds
444,Pailon,BO,-17.65,-62.75,74.88,50,79,21.23,broken clouds
445,Sangar,RU,63.92,127.47,49.98,98,100,1.7,overcast clouds
446,Umm Kaddadah,SD,13.60,26.69,92.37,36,90,2.59,overcast clouds
447,Huarmey,PE,-10.07,-78.15,66.18,70,47,9.86,scattered clouds
448,Ankazoabo,MG,-22.28,44.52,71.58,41,0,7.83,clear sky
449,Auki,SB,-8.77,160.70,75.16,85,18,3.76,few clouds
450,Sobolevo,RU,54.43,31.90,68.54,70,96,6.53,overcast clouds
451,Palembang,ID,-2.92,104.75,80.69,83,20,2.3,few clouds
452,Shellbrook,CA,53.22,-106.40,69.03,58,30,10.6,scattered clouds
453,Prado,BR,-17.34,-39.22,74.89,69,80,11.5,broken clouds
454,Terme,TR,41.21,36.97,78.48,82,66,5.97,broken clouds
455,Eldorado,BR,-23.79,-54.28,70.9,86,93,9.17,overcast clouds
456,Brazzaville,CG,-4.27,15.28,89.96,45,20,2.3,few clouds
457,Medina Del Campo,ES,41.31,-4.91,74.8,34,82,12.59,broken clouds
458,Khulo,GE,41.64,42.31,72.99,91,15,2.06,few clouds
459,Namtsy,RU,62.72,129.67,50.83,95,100,7.45,overcast clouds
460,Kingman,US,35.19,-114.05,88.2,63,0,1.77,clear sky
461,Adrar,MR,20.50,-10.07,103.71,20,2,12.06,clear sky
462,Bonthe,SL,7.53,-12.51,73.85,95,100,11.7,heavy intensity rain
463,Murray Bridge,AU,-35.12,139.27,63.12,33,90,20.71,overcast clouds
464,Pontian Kecil,MY,1.48,103.39,80.92,82,8,6.76,clear sky
465,Saint-Leu,RE,-21.15,55.28,70.66,72,6,8.57,clear sky
466,Guararema,BR,-23.41,-46.03,73.54,32,100,7.14,overcast clouds
467,Eregli,TR,37.51,34.05,86.4,20,0,13.49,clear sky
468,Bilma,NE,18.69,12.92,105.31,10,15,6.91,few clouds
469,Ahipara,NZ,-35.17,173.17,62.85,95,100,21.7,moderate rain
470,Price,US,39.60,-110.81,77.11,40,0,2.77,clear sky
471,Colac,AU,-38.33,143.58,54.18,76,100,13.71,moderate rain
472,Sargodha,PK,32.08,72.67,85.08,72,88,8.03,moderate rain
473,Jacareacanga,BR,-6.22,-57.75,98.76,31,2,2.93,clear sky
474,Vila Velha,BR,-20.33,-40.29,79.95,64,40,18.41,scattered clouds
475,Kavos,GR,38.83,22.83,94.96,41,4,8.19,clear sky
476,Marabba,SD,12.35,32.18,74.25,88,100,9.35,overcast clouds
477,Broome,US,42.25,-75.83,74.19,63,100,1.99,overcast clouds
478,Kabalo,CD,-6.05,26.92,90.19,20,12,2.35,few clouds
479,Ixtapa,MX,20.70,-105.20,83.23,80,99,1.01,overcast clouds
480,Rabo De Peixe,PT,37.80,-25.58,71.11,64,20,16.11,few clouds
481,Guerrero Negro,MX,27.98,-114.06,75.72,68,82,6.76,broken clouds
482,Isiro,CD,2.77,27.62,68.99,89,98,2.62,overcast clouds
483,Buraydah,SA,26.33,43.98,109.85,9,100,11.03,overcast clouds
484,Durango,MX,24.83,-104.83,63.41,82,100,2.26,overcast clouds
485,Haines Junction,CA,60.75,-137.51,48.15,100,100,1.14,overcast clouds
486,Terney,RU,45.05,136.61,65.57,84,0,3.42,clear sky
487,Aykhal,RU,66.00,111.50,47.84,96,100,13.22,overcast clouds
488,Samana,DO,19.21,-69.34,84.16,78,40,6.91,scattered clouds
489,Tombouctou,ML,20.00,-3.00,101.37,26,48,9.46,scattered clouds
490,Taseyevo,RU,57.22,94.90,47.82,98,100,5.48,overcast clouds
491,Kushima,JP,31.46,131.23,80.15,93,100,4.23,overcast clouds
492,Djibo,BF,14.10,-1.63,84.63,59,97,10.38,moderate rain
493,Adoni,IN,15.63,77.28,82.74,60,98,13.94,overcast clouds
494,Husavik,IS,66.04,-17.34,53.78,57,100,18.48,overcast clouds
495,Tocopilla,CL,-22.09,-70.20,63.63,63,0,5.37,clear sky
496,Kathmandu,NP,27.72,85.32,75.42,83,40,3.44,scattered clouds
497,Papara,BR,-3.98,-38.73,85.96,49,44,10.92,scattered clouds
498,Gorontalo,ID,0.54,123.06,74.44,89,90,2.24,overcast clouds
499,Alta,NO,69.97,23.27,52.86,82,75,27.63,broken clouds
500,Mount Isa,AU,-20.73,139.50,44.37,49,0,0.0,clear sky
501,Zyryanka,RU,65.75,150.85,49.26,95,100,7.11,overcast clouds
502,Karlskrona,SE,56.16,15.59,79.25,68,97,8.41,overcast clouds
503,Saldanha,ZA,-33.01,17.94,59.05,85,9,13.94,light rain
504,Mandi Bahauddin,PK,32.58,73.48,82.44,79,26,4.41,scattered clouds
505,Kuala Terengganu,MY,5.33,103.14,78.75,94,20,5.99,few clouds
506,Laguna,US,38.42,-121.42,89.96,39,80,1.99,broken clouds
507,Natal,BR,-5.79,-35.21,86.22,62,40,23.02,scattered clouds
508,Kissidougou,GN,9.18,-10.10,71.28,90,100,7.2,overcast clouds
509,Dakar,SN,14.69,-17.44,86.88,72,75,11.5,broken clouds
510,Adeje,ES,28.12,-16.73,79.9,58,40,31.07,scattered clouds
511,Longyan,CN,25.11,117.02,75.45,95,67,1.63,broken clouds
512,Bambanglipuro,ID,-7.95,110.28,76.01,77,41,10.09,scattered clouds
513,Conceicao Do Araguaia,BR,-8.26,-49.26,99.01,17,0,7.25,clear sky
514,Bud,US,39.45,-86.18,78.03,69,0,9.84,clear sky
515,Lazaro Cardenas,MX,17.96,-102.20,85.87,64,93,1.88,overcast clouds
516,Seoul,KR,37.57,126.98,76.44,91,75,4.61,broken clouds
517,Port-Gentil,GA,-0.72,8.78,78.76,73,75,9.22,broken clouds
518,Erenhot,CN,43.65,111.98,80.74,36,100,5.59,overcast clouds
519,Lubliniec,PL,50.67,18.68,86.95,54,1,6.46,clear sky
520,Fairbanks,US,64.84,-147.72,60.24,79,40,10.36,light rain
521,Sakakah,SA,29.97,40.21,110.77,12,3,1.48,light rain
522,Massakory,TD,13.00,15.73,80.33,74,98,9.95,overcast clouds
523,Tirukkoyilur,IN,11.95,79.20,85.42,65,100,6.58,overcast clouds
524,Maine-Soroa,NE,13.21,12.02,83.03,61,99,4.74,overcast clouds
525,Mugumu,TZ,-1.85,34.70,69.84,56,100,1.21,light rain
526,Majene,ID,-3.54,118.97,77.58,86,82,10.22,broken clouds
527,Qaqortoq,GL,60.72,-46.03,46.76,69,3,4.47,clear sky
528,Kempsey,AU,-31.08,152.83,43.95,93,2,1.99,clear sky
529,Faya,SA,18.39,42.45,73.51,70,73,7.99,broken clouds
530,Yenangyaung,MM,20.47,94.88,80.6,84,84,13.47,broken clouds
531,Osvaldo Cruz,BR,-21.80,-50.88,69.91,77,99,7.78,heavy intensity rain
532,Nizhniye Vyazovyye,RU,55.80,48.52,80.55,57,32,7.85,scattered clouds
533,Salvador,SV,13.83,-88.92,77.4,88,85,0.81,overcast clouds
534,Dunedin,NZ,-45.87,170.50,52.81,87,100,1.92,moderate rain
535,East Foothills,US,37.38,-121.82,80.82,43,75,5.75,broken clouds
536,Tezu,IN,27.92,96.17,79.34,90,66,2.46,broken clouds
537,Braganca Paulista,BR,-22.94,-46.56,81.48,30,90,11.41,overcast clouds
538,Maralal,KE,1.10,36.70,62.96,73,100,5.1,light rain
539,Huilong,CN,31.81,121.66,81.93,94,13,7.07,few clouds
540,Ornes,NO,66.87,13.71,50.45,80,100,6.31,overcast clouds
541,Marsa Matruh,EG,31.35,27.25,82.6,74,20,13.8,few clouds
542,Crestview,US,30.76,-86.57,88.92,70,27,5.01,scattered clouds
543,Baykit,RU,61.67,96.37,52.77,80,99,3.36,overcast clouds
544,Boras,SE,57.72,12.94,74.82,54,100,6.26,overcast clouds
545,Palakkad,IN,10.78,76.65,80.38,86,94,6.96,overcast clouds
546,Dwarka,IN,22.24,68.97,80.71,88,100,19.04,overcast clouds
547,Rawson,AR,-43.30,-65.10,47.28,42,50,19.86,scattered clouds
548,Ivanivka,UA,46.72,34.55,79.92,55,93,11.48,overcast clouds
549,Ziro,IN,27.63,93.83,63.34,98,70,0.98,broken clouds
550,Maragogi,BR,-9.01,-35.22,78.84,70,50,16.42,scattered clouds
551,Fortuna,US,40.60,-124.16,57.54,52,1,2.75,clear sky
552,Teloloapan,MX,18.35,-99.85,67.1,83,95,2.01,overcast clouds
553,Pandan,PH,14.05,124.17,78.84,84,100,6.02,overcast clouds
554,Belyy Yar,RU,53.60,91.39,55.29,62,0,4.47,light rain
555,Ratnagiri,IN,16.98,73.30,79.11,88,70,10.94,broken clouds
556,Sept-Iles,CA,50.20,-66.38,75.72,37,75,14.97,broken clouds
557,Akureyri,IS,65.68,-18.09,57.13,44,40,13.8,scattered clouds
558,Taltal,CL,-25.40,-70.48,58.84,73,17,1.54,few clouds
559,Kemin,KG,42.78,75.69,62.94,34,1,5.59,clear sky
560,Bereda,ES,43.27,-7.54,68.41,69,98,5.46,overcast clouds
561,Harsin,IR,34.27,47.59,95.81,8,47,11.34,scattered clouds
562,Berlevag,NO,70.86,29.09,80.55,50,0,21.85,light rain
563,Rohri,PK,27.69,68.90,83.19,76,83,16.13,light rain
564,Zhigansk,RU,66.77,123.37,54.54,84,99,11.34,light rain
565,Hualmay,PE,-11.10,-77.61,65.21,70,33,9.22,scattered clouds
566,Slave Lake,CA,55.28,-114.77,66.18,68,0,5.75,clear sky
567,Dudinka,RU,69.41,86.18,56.62,64,13,13.62,few clouds
568,Furmanov,RU,57.25,41.11,75.96,50,85,10.31,overcast clouds
569,Codajas,BR,-3.84,-62.06,92.84,47,79,1.88,broken clouds
570,Kawhia,NZ,-38.07,174.82,61.5,94,100,16.91,overcast clouds
571,Karratha,AU,-20.74,116.85,72.43,36,12,18.75,few clouds
572,Andra,RU,62.51,65.89,46.74,60,96,7.85,overcast clouds
573,Moron,AR,-34.65,-58.62,53.98,72,100,9.24,overcast clouds
574,Togur,RU,58.36,82.83,48.81,91,100,5.26,overcast clouds
575,Baneh,IR,36.00,45.89,83.89,15,90,1.86,overcast clouds
576,Savannah Bight,HN,16.45,-85.85,79.83,80,98,16.13,overcast clouds
577,Imeni Poliny Osipenko,RU,52.42,136.49,63.91,92,97,7.92,overcast clouds
578,Khani,GE,41.96,42.96,74.77,86,0,2.15,clear sky
579,Leh,IN,34.17,77.58,68.38,39,46,6.67,scattered clouds
580,Svelvik,NO,59.61,10.41,79.25,67,60,11.77,broken clouds
581,Samoded,RU,63.61,40.51,73.02,62,72,4.14,broken clouds
582,Mareeba,AU,-17.00,145.43,54.32,70,5,1.59,clear sky
583,Birao,CF,10.28,22.79,76.5,89,100,3.29,light rain
584,Port Hawkesbury,CA,45.62,-61.35,67.78,96,100,14.0,mist
585,Ellsworth,US,44.54,-68.42,64.89,93,100,9.22,moderate rain
586,Alamosa,US,37.47,-105.87,62.58,77,75,0.0,broken clouds
587,Trelew,AR,-43.25,-65.31,48.36,34,60,19.35,broken clouds
588,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,85.8,70,20,3.44,few clouds
589,Atikokan,CA,48.76,-91.62,72.07,69,96,6.87,overcast clouds
590,Evensk,RU,61.95,159.23,47.53,90,100,15.52,overcast clouds
591,Talaya,RU,61.38,152.75,47.59,96,100,2.48,overcast clouds
592,Telimele,GN,10.92,-13.33,71.73,94,100,4.7,light rain
593,Dzaoudzi,YT,-12.79,45.27,76.89,78,0,3.44,clear sky
594,Pokhara,NP,28.23,83.98,72.57,91,78,3.56,broken clouds
595,Kuah,MY,6.33,99.84,80.58,89,20,2.3,light rain
596,Ostrovnoy,RU,68.05,39.51,71.46,69,88,16.6,overcast clouds
597,Payo,ID,-3.75,103.64,72.91,95,10,2.62,clear sky
598,Sande,DE,53.50,8.01,71.64,96,100,4.76,light rain
599,Denpasar,ID,-8.65,115.22,78.46,88,20,12.66,few clouds
600,Sao Luiz Gonzaga,BR,-28.41,-54.96,73.26,72,13,8.3,few clouds
601,Cordoba,AR,-31.41,-64.18,59.41,22,81,13.0,broken clouds
602,Mugur-Aksy,RU,50.35,90.50,40.44,77,80,4.43,broken clouds
603,Nyurba,RU,63.28,118.33,51.33,98,100,4.59,overcast clouds
604,Mirnyy,RU,62.54,113.96,46.71,96,35,8.19,scattered clouds
605,Miyako,JP,39.64,141.95,69.06,89,100,5.12,overcast clouds
606,Jaciara,BR,-15.97,-54.97,95.65,21,48,11.7,scattered clouds
607,Parabel,RU,58.70,81.48,48.58,89,100,5.68,overcast clouds
608,Derzhavinsk,KZ,51.10,66.32,62.19,48,43,6.87,scattered clouds
609,Mgandu,TZ,-5.95,34.13,72.72,31,29,8.34,scattered clouds
610,Chase,CA,50.82,-119.69,76.08,48,12,1.23,few clouds
611,Marolambo,MG,-20.05,48.12,64.69,96,66,1.86,light rain
612,Teavaro,PF,-17.50,-149.77,69.28,83,75,2.3,broken clouds
613,Gonzalez,US,30.58,-87.29,89.02,78,13,4.0,few clouds
614,Pasvalys,LT,56.06,24.40,81.37,63,95,2.64,overcast clouds
615,Kottayam,IN,9.58,76.52,76.21,90,84,2.13,heavy intensity rain
616,Takoradi,GH,4.88,-1.76,79.65,63,12,9.15,few clouds
617,Diamantino,BR,-14.41,-56.45,96.31,24,13,12.24,few clouds
618,Topeka,US,39.05,-95.68,77.9,77,40,5.75,scattered clouds
619,Bridgetown,BB,13.10,-59.62,83.79,68,12,14.7,few clouds
620,Berdigestyakh,RU,62.10,126.70,46.47,98,14,4.7,few clouds
621,Cap Malheureux,MU,-19.98,57.61,69.48,79,0,4.0,clear sky
622,Tacna,PE,-18.01,-70.25,52.0,76,100,2.3,overcast clouds
623,Santa Marinella,IT,42.03,11.85,90.54,72,27,13.22,scattered clouds
624,Koumra,TD,8.91,17.55,73.53,95,99,4.7,light rain
625,Puerto Escondido,MX,15.85,-97.07,85.73,65,17,3.49,few clouds
626,Okha,RU,53.57,142.95,61.95,85,67,7.63,broken clouds
627,Aswan,EG,24.09,32.91,103.08,15,2,12.91,clear sky
628,Acapulco,MX,16.86,-99.89,84.18,67,98,2.01,overcast clouds
629,Sorland,NO,67.67,12.69,51.66,71,100,15.03,overcast clouds
630,Constitucion,CL,-35.33,-72.42,52.27,55,1,12.55,clear sky
631,Weiser,US,44.25,-116.97,84.31,26,0,1.57,clear sky
632,Komsomolskiy,UZ,40.43,71.72,88.52,23,18,4.61,few clouds
633,Dalmatovo,RU,56.26,62.94,56.55,50,98,10.4,overcast clouds
634,Tokonou,GN,9.65,-9.78,73.17,84,97,9.08,light rain
635,Bonga,ET,7.28,36.23,61.18,99,80,2.66,light rain
636,Ola,RU,59.58,151.28,53.82,89,100,2.04,overcast clouds
637,Salalah,OM,17.02,54.09,75.38,97,100,4.38,overcast clouds
638,Sabang,ID,5.89,95.32,83.5,74,69,15.84,broken clouds
639,Cockburn Town,TC,21.46,-71.14,83.05,76,26,11.01,scattered clouds
640,Araouane,ML,18.90,-3.53,99.66,29,37,14.32,scattered clouds
641,Dodola,ET,6.98,39.18,55.4,89,97,5.99,light rain
642,Kaeo,NZ,-35.10,173.78,63.32,97,100,20.29,moderate rain
643,Tshane,BW,-24.02,21.87,75.51,7,20,8.34,few clouds
644,Deer Lake,CA,49.17,-57.43,76.5,38,89,11.27,overcast clouds
645,Normandin,CA,48.83,-72.53,74.62,48,94,5.35,overcast clouds
646,Krasnoselkup,RU,65.70,82.47,50.65,83,74,10.6,broken clouds
647,Worland,US,44.02,-107.96,85.68,37,0,4.61,clear sky
648,Bacsay,PH,15.65,120.33,75.34,99,100,2.59,light rain
649,Kraslava,LV,55.90,27.17,78.53,59,60,2.1,broken clouds
650,Wangqing,CN,43.32,129.76,60.24,92,19,1.61,few clouds
651,Inirida,CO,3.87,-67.92,89.73,56,65,1.14,broken clouds
652,Odweyne,SO,9.41,45.06,78.28,46,97,15.32,overcast clouds
653,Tari,NG,12.41,4.49,83.43,68,98,4.03,overcast clouds
654,Lithgow,AU,-33.48,150.15,36.82,97,34,4.56,scattered clouds
655,Levelland,US,33.59,-102.38,79.2,51,87,6.24,overcast clouds
656,Maryville,US,35.76,-83.97,82.0,74,75,3.44,broken clouds
657,Sandpoint,US,48.28,-116.55,78.71,51,0,3.71,clear sky
658,Muros,ES,42.78,-9.06,71.69,63,81,14.29,broken clouds
659,Vao,NC,-22.67,167.48,61.39,90,100,19.62,light rain
660,Santa Cruz,BO,-17.80,-63.17,81.59,61,66,23.09,broken clouds
661,Phuthaditjhaba,ZA,-28.52,28.82,60.51,20,14,11.7,few clouds
662,Seynod,FR,45.89,6.09,75.65,73,100,6.91,light rain
663,La Asuncion,VE,11.03,-63.86,94.73,49,0,13.8,clear sky
664,Togitsu,JP,32.83,129.85,79.99,94,100,10.94,overcast clouds
665,Sonamura,IN,23.47,91.27,84.76,71,83,1.16,broken clouds
666,Ternova,UA,50.18,36.68,83.71,34,6,2.57,clear sky
667,Miraflores,MX,19.22,-98.81,68.97,67,93,1.12,overcast clouds
668,Woodward,US,36.43,-99.39,70.97,88,100,8.05,moderate rain
669,Nianzishan,CN,47.52,122.88,68.79,67,38,9.35,scattered clouds
670,San Benito,US,36.62,-121.08,79.86,20,75,2.33,broken clouds
671,Maraa,BR,-1.83,-65.37,91.26,49,5,3.15,clear sky
672,Gondanglegi,ID,-7.75,112.01,74.21,84,31,10.42,scattered clouds
673,Iquitos,PE,-3.75,-73.25,91.08,51,9,3.62,clear sky
674,Billings,US,45.78,-108.50,85.71,33,4,5.99,clear sky
675,Opuwo,NA,-18.06,13.84,85.14,8,0,8.84,clear sky
676,Bugojno,BA,44.06,17.45,83.34,51,4,3.18,clear sky
677,Bagli,IN,22.65,76.35,73.2,90,6,10.74,clear sky
678,Seoni,IN,22.08,79.53,73.51,92,4,6.87,clear sky
679,Brzeg Dolny,PL,51.27,16.71,91.71,45,12,1.14,few clouds
680,Lahij,YE,13.17,44.58,89.28,49,97,5.61,light rain
681,Blacksburg,US,37.23,-80.41,72.72,82,100,4.61,overcast clouds
682,Rupert,US,42.62,-113.68,73.35,46,0,6.91,clear sky
683,Podgornoye,RU,51.73,39.15,73.62,53,0,13.42,clear sky
684,Ketchikan,US,55.34,-131.65,62.37,93,100,5.37,overcast clouds
685,Matagami,CA,49.75,-77.63,78.85,35,1,3.87,clear sky
686,Tabou,CI,4.42,-7.35,77.18,73,87,8.1,overcast clouds
687,Shimanovsk,RU,52.00,127.70,62.19,94,73,11.1,broken clouds
688,Belaya Gora,RU,68.53,146.42,52.43,83,100,9.53,overcast clouds
689,Awbari,LY,26.59,12.78,102.51,12,0,16.17,clear sky
690,Nago,JP,26.59,127.98,83.19,85,100,12.77,overcast clouds
691,Merauke,ID,-8.47,140.33,73.17,82,16,10.63,few clouds
692,Koumac,NC,-20.57,164.28,62.51,81,99,2.3,overcast clouds
693,Samarai,PG,-10.62,150.67,75.79,64,14,15.03,few clouds
694,Tromso,NO,69.65,18.96,50.02,81,75,11.5,light intensity shower rain
695,Maxixe,MZ,-23.86,35.35,69.73,74,7,16.02,clear sky
696,Abnub,EG,27.27,31.15,96.19,15,0,14.25,clear sky
697,Pudozh,RU,61.81,36.53,77.2,53,9,5.59,clear sky
