City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Sorgun,TR,2022-08-12 22:43:57,39.8101,35.186,62.49,85,0,6.58
296,Caravelas,BR,2022-08-12 22:43:58,-17.7125,-39.2481,72.88,69,71,12.48
297,Mhango,TZ,2022-08-12 22:43:58,-3.2833,32.85,73.98,37,55,9.24
298,Rodrigues Alves,BR,2022-08-12 22:43:58,-7.738,-72.6509,86.2,68,95,0.94
299,Bengkulu,ID,2022-08-12 22:43:59,-3.8004,102.2655,74.23,90,40,3.67
300,Turukhansk,RU,2022-08-12 22:44:00,65.8167,87.9833,47.73,69,88,8.77
301,Kolda,SN,2022-08-12 22:44:00,12.8833,-14.95,79.11,94,20,4.61
302,Vardo,NO,2022-08-12 22:44:00,70.3705,31.1107,51.78,76,100,26.46
303,Ribeira Grande,PT,2022-08-12 22:44:01,38.5167,-28.7,75.4,79,7,7.38
304,Plettenberg Bay,ZA,2022-08-12 22:44:01,-34.0527,23.3716,52.56,68,100,5.66
305,Itoman,JP,2022-08-12 22:44:02,26.1247,127.6694,84.22,84,40,4.61
306,Sartana,UA,2022-08-12 22:44:02,47.1744,37.6927,74.39,61,28,9.84
307,Kulhudhuffushi,MV,2022-08-12 22:44:02,6.6221,73.07,81.41,79,100,9.8
308,San Carlos De Bariloche,AR,2022-08-12 22:44:03,-41.1456,-71.3082,38.95,87,75,23.02
309,Sur,OM,2022-08-12 22:44:03,22.5667,59.5289,86.77,63,100,9.51
310,Kavaratti,IN,2022-08-12 22:44:04,10.5669,72.642,81.07,82,56,14.09
311,Rantepao,ID,2022-08-12 22:44:04,-2.9701,119.8978,66.87,94,100,1.79
312,Sibolga,ID,2022-08-12 22:44:05,1.7427,98.7792,75.97,89,99,3.87
313,Alice Springs,AU,2022-08-12 22:44:05,-23.7,133.8833,35.15,69,0,4.61
314,Burns Lake,CA,2022-08-12 22:42:18,54.2331,-125.7533,83.62,33,6,6.98
315,Wencheng,CN,2022-08-12 22:44:06,33.0559,113.7978,82.22,75,85,5.79
316,Konya,TR,2022-08-12 22:44:06,38.1667,32.5,72.88,46,1,6.82
317,Hauterive,FR,2022-08-12 22:44:06,46.0901,3.4459,72.36,37,0,1.88
318,Yamada,JP,2022-08-12 22:44:07,39.4667,141.95,80.33,82,91,7.2
319,Hovd,MN,2022-08-12 22:44:07,48.0056,91.6419,56.82,86,71,2.93
320,Humaita,BR,2022-08-12 22:44:08,-7.5061,-63.0208,81.64,47,7,2.1
321,Tevaitoa,PF,2022-08-12 22:44:08,-16.7833,-151.5,78.57,68,65,19.17
322,Tuy Hoa,VN,2022-08-12 22:42:54,13.0833,109.3,78.26,81,100,8.08
323,Kasongo-Lunda,CD,2022-08-12 22:44:09,-6.4667,16.8167,71.01,24,88,3.24
324,Lubango,AO,2022-08-12 22:45:09,-14.9172,13.4925,60.62,22,3,4.34
325,Duyun,CN,2022-08-12 22:45:10,26.2667,107.5167,68.72,97,13,3.06
326,Grandview,US,2022-08-12 22:45:10,38.8858,-94.533,91.94,50,0,11.5
327,Ahipara,NZ,2022-08-12 22:45:11,-35.1667,173.1667,56.16,58,91,8.39
328,Stromness,GB,2022-08-12 22:45:11,58.965,-3.296,57.16,93,100,11.01
329,Payson,US,2022-08-12 22:45:12,40.0444,-111.7321,87.37,53,40,16.11
330,Le Port,RE,2022-08-12 22:45:13,-20.9373,55.2919,66.25,67,44,7.63
331,San Jose,US,2022-08-12 22:41:59,37.3394,-121.895,89.6,48,0,19.57
332,Butterworth,MY,2022-08-12 22:45:14,5.3991,100.3638,80.64,89,20,2.3
333,Bardoli,IN,2022-08-12 22:45:14,21.1167,73.1167,77.16,93,89,13.35
334,Rafaela,AR,2022-08-12 22:45:15,-31.2503,-61.4867,58.91,69,89,6.31
335,Longyearbyen,SJ,2022-08-12 22:45:15,78.2186,15.6401,46.24,71,75,9.22
336,Wuhu,CN,2022-08-12 22:45:16,31.3366,118.3755,86.11,68,0,4.32
337,Khatanga,RU,2022-08-12 22:45:16,71.9667,102.5,48.43,56,23,7.92
338,Rawson,AR,2022-08-12 22:45:17,-43.3002,-65.1023,52.38,57,77,11.34
339,Nanlong,CN,2022-08-12 22:45:17,31.3533,106.0631,82.62,70,49,2.75
340,Talaya,RU,2022-08-12 22:45:18,61.3833,152.75,65.01,62,15,2.55
341,Tual,ID,2022-08-12 22:45:18,-5.6667,132.75,80.2,80,99,19.42
342,Gladstone,AU,2022-08-12 22:45:19,-23.85,151.25,66.78,88,96,3.44
343,Huarmey,PE,2022-08-12 22:45:19,-10.0681,-78.1522,63.86,79,6,10.04
344,Chapais,CA,2022-08-12 22:45:20,49.7834,-74.8492,58.78,50,13,5.75
345,Saint-Pierre,RE,2022-08-12 22:45:21,-21.3393,55.4781,66.9,74,0,8.05
346,Nador,MA,2022-08-12 22:45:21,35.174,-2.9287,80.85,89,20,5.75
347,Road Town,VG,2022-08-12 22:41:22,18.4167,-64.6167,86.09,74,40,5.75
348,Haicheng,CN,2022-08-12 22:45:22,40.8516,122.7475,70.93,92,100,3.89
349,Medea,DZ,2022-08-12 22:45:23,36.2642,2.7539,78.37,26,1,3.53
350,Buraydah,SA,2022-08-12 22:42:13,26.326,43.975,93.65,20,1,9.4
351,Barentu,ER,2022-08-12 22:45:23,15.1139,37.5928,69.15,88,98,4.34
352,Port Macquarie,AU,2022-08-12 22:45:24,-31.4333,152.9167,54.9,87,94,8.12
353,Aripuana,BR,2022-08-12 22:45:24,-9.1667,-60.6333,80.2,43,0,1.74
354,Vila Franca Do Campo,PT,2022-08-12 22:41:11,37.7167,-25.4333,72.01,89,20,5.26
355,Balikpapan,ID,2022-08-12 22:45:25,-1.2675,116.8289,74.39,100,75,5.75
356,Kinshasa,CD,2022-08-12 22:45:25,-4.3246,15.3215,72.1,62,69,3.94
357,Nizhniy Kuranakh,RU,2022-08-12 22:45:26,58.8353,125.4869,56.28,99,100,2.17
358,Kismayo,SO,2022-08-12 22:45:26,-0.3582,42.5454,74.53,82,48,16.35
359,Sinnamary,GF,2022-08-12 22:45:27,5.3833,-52.95,80.2,83,71,11.5
360,Znamensk,RU,2022-08-12 22:45:27,48.5842,45.7338,81.19,32,98,13.69
361,Lata,PT,2022-08-12 22:45:28,40.1629,-8.3327,59.59,94,1,1.9
362,Mount Isa,AU,2022-08-12 22:45:28,-20.7333,139.5,58.77,31,0,13.8
363,Linxia,CN,2022-08-12 22:45:28,35.6003,103.2064,69.85,80,97,2.06
364,San Patricio,US,2022-08-12 22:45:29,28.017,-97.5169,89.69,50,100,9.6
365,Lagoa,PT,2022-08-12 22:45:29,39.05,-27.9833,73.65,79,10,7.76
366,Sokolo,ML,2022-08-12 22:45:30,14.7328,-6.1219,79.32,74,94,5.97
367,Zhigalovo,RU,2022-08-12 22:45:30,54.8097,105.1578,55.71,91,63,0.45
368,Khandyga,RU,2022-08-12 22:45:31,62.6667,135.6,61.29,81,98,2.35
369,Lanzhou,CN,2022-08-12 22:46:31,36.0564,103.7922,77.63,69,98,1.07
370,Murray Bridge,AU,2022-08-12 22:46:32,-35.1167,139.2667,52.12,87,43,11.3
371,Mortka,RU,2022-08-12 22:46:32,59.3322,66.0214,55.67,98,97,8.12
372,Gorom-Gorom,BF,2022-08-12 22:46:33,14.4439,-0.2361,87.96,51,10,4.23
373,Pudozh,RU,2022-08-12 22:46:33,61.8099,36.5345,54.64,91,14,0.87
374,Wanning,CN,2022-08-12 22:46:33,18.8003,110.3967,78.51,89,85,3.8
375,Nkoteng,CM,2022-08-12 22:46:34,4.5167,12.0333,68.74,98,100,4.45
376,Cape Girardeau,US,2022-08-12 22:42:28,37.3834,-89.7168,83.8,47,25,3.0
377,Praxedis Guerrero,MX,2022-08-12 22:46:35,31.3667,-106.0167,92.73,25,36,11.12
378,Sabalgarh,IN,2022-08-12 22:46:35,26.25,77.4,78.78,88,99,8.72
379,Pitimbu,BR,2022-08-12 22:46:35,-7.4706,-34.8086,77.59,84,17,13.62
380,Zhanaozen,KZ,2022-08-12 22:46:36,43.3,52.8,79.97,22,1,8.1
381,Mahebourg,MU,2022-08-12 22:46:36,-20.4081,57.7,68.25,77,40,11.5
382,Budelsdorf,DE,2022-08-12 22:46:37,54.3167,9.6833,67.12,76,0,6.91
383,Touros,BR,2022-08-12 22:46:37,-5.1989,-35.4608,76.69,84,33,13.04
384,Takoradi,GH,2022-08-12 22:46:38,4.8845,-1.7554,74.97,87,100,9.86
385,Bocaiuva,BR,2022-08-12 22:46:38,-17.1078,-43.815,76.71,67,74,8.97
386,Hualahuises,MX,2022-08-12 22:46:39,24.8847,-99.6733,87.26,49,100,5.32
387,Placido De Castro,BR,2022-08-12 22:46:39,-10.3353,-67.1856,81.64,48,14,1.36
388,Hualmay,PE,2022-08-12 22:46:40,-11.0964,-77.6139,62.94,78,11,11.23
389,Topalu,RO,2022-08-12 22:46:40,44.55,28.05,72.5,74,1,8.3
390,Petropavlovsk-Kamchatskiy,RU,2022-08-12 22:43:34,53.0452,158.6483,61.39,77,75,4.47
391,Omsukchan,RU,2022-08-12 22:46:41,62.5333,155.8,62.83,67,68,2.35
392,Constantine,DZ,2022-08-12 22:46:41,36.365,6.6147,74.61,28,0,2.3
393,Discovery Bay,US,2022-08-12 22:46:42,37.9085,-121.6002,95.0,23,0,21.85
394,Karratha,AU,2022-08-12 22:46:42,-20.7377,116.8463,66.58,39,32,13.94
395,Kerrville,US,2022-08-12 22:42:48,30.0474,-99.1403,95.56,39,0,11.5
396,Japura,ID,2022-08-12 22:46:43,-0.3167,102.35,74.52,96,97,2.08
397,Te Anau,NZ,2022-08-12 22:46:43,-45.4167,167.7167,40.78,82,51,0.76
398,Ravar,IR,2022-08-12 22:46:44,31.2656,56.8055,73.74,21,0,6.96
399,Belaya Gora,RU,2022-08-12 22:46:44,68.5333,146.4167,52.27,59,100,11.95
400,Juruti,BR,2022-08-12 22:46:45,-2.1522,-56.0922,81.72,65,65,2.59
401,Labuhan,ID,2022-08-12 22:46:45,-6.8844,112.2051,77.45,88,9,6.82
402,Ornes,NO,2022-08-12 22:46:45,66.8689,13.7078,49.23,83,92,8.39
403,Porbandar,IN,2022-08-12 22:46:46,21.6422,69.6093,80.58,82,97,18.23
404,Warrington,GB,2022-08-12 22:46:46,53.3925,-2.5802,74.79,52,0,6.91
405,Baykit,RU,2022-08-12 22:45:18,61.67,96.37,47.91,94,74,2.95
406,Seydi,TM,2022-08-12 22:46:47,39.4816,62.9137,77.58,24,0,12.03
407,Inzhavino,RU,2022-08-12 22:46:48,52.3185,42.4937,67.28,72,0,4.18
408,Kamaishi,JP,2022-08-12 22:46:48,39.2667,141.8833,77.76,91,99,9.57
409,Erenhot,CN,2022-08-12 22:46:48,43.6475,111.9767,70.12,49,81,7.63
410,Ambon,ID,2022-08-12 22:46:49,-3.6954,128.1814,77.14,94,40,2.3
411,Kupang,ID,2022-08-12 22:46:49,-10.1667,123.5833,76.96,73,9,6.46
412,Verkhnyaya Inta,RU,2022-08-12 22:46:50,65.9811,60.3094,47.53,95,95,8.88
413,Baruun-Urt,MN,2022-08-12 22:47:50,46.6806,113.2792,62.37,54,84,3.09
414,Oistins,BB,2022-08-12 22:47:51,13.0667,-59.5333,84.29,70,20,17.27
415,Armidale,AU,2022-08-12 22:47:51,-30.5167,151.65,49.82,84,93,9.53
416,Matara,LK,2022-08-12 22:47:52,5.9485,80.5353,76.75,93,80,8.19
417,Freetown,SL,2022-08-12 22:47:52,8.484,-13.2299,76.71,85,88,11.61
418,Kazachinskoye,RU,2022-08-12 22:47:53,57.6953,93.2761,48.15,85,53,1.95
419,Amazar,RU,2022-08-12 22:47:53,53.858,120.875,57.94,87,99,1.83
420,Witu,KE,2022-08-12 22:47:53,-2.3889,40.4382,73.56,84,34,12.06
421,Bartica,GY,2022-08-12 22:47:54,6.4,-58.6167,82.72,91,85,3.09
422,Amarpur,IN,2022-08-12 22:47:54,25.0333,86.9,81.91,78,43,3.02
423,Ribeira Do Pombal,BR,2022-08-12 22:47:46,-10.8344,-38.5358,71.33,81,2,12.03
424,Alta Gracia,AR,2022-08-12 22:47:55,-31.6529,-64.4283,67.32,44,0,1.14
425,Kerman,IR,2022-08-12 22:47:55,30.2832,57.0788,58.86,23,0,4.61
426,Pevek,RU,2022-08-12 22:43:57,69.7008,170.3133,32.31,87,100,7.25
427,Deputatskiy,RU,2022-08-12 22:47:56,69.3,139.9,45.18,79,100,4.72
428,Solwezi,ZM,2022-08-12 22:47:56,-12.1688,26.3894,59.38,44,5,1.5
429,Mizan Teferi,ET,2022-08-12 22:47:57,6.9833,35.5833,59.59,98,97,1.36
430,Muncar,ID,2022-08-12 22:47:57,-8.4333,114.3333,76.08,93,40,0.81
431,Coos Bay,US,2022-08-12 22:47:58,43.3665,-124.2179,74.32,52,20,14.97
432,Ariquemes,BR,2022-08-12 22:47:58,-9.9133,-63.0408,80.62,48,4,1.07
433,Inhambane,MZ,2022-08-12 22:47:58,-23.865,35.3833,68.61,83,0,12.75
434,Srednekolymsk,RU,2022-08-12 22:47:59,67.45,153.6833,54.9,54,54,13.27
435,Olinda,BR,2022-08-12 22:47:59,-8.0089,-34.8553,78.53,73,40,12.66
436,Bonnyville,CA,2022-08-12 22:45:15,54.2668,-110.735,78.12,49,7,4.56
437,Dinard,FR,2022-08-12 22:48:00,48.6314,-2.0614,72.63,62,0,5.75
438,Tura,IN,2022-08-12 22:48:00,25.5198,90.2201,74.66,95,55,3.96
439,Brawley,US,2022-08-12 22:48:01,32.9787,-115.5303,104.25,27,0,6.91
440,Mayor Pablo Lagerenza,PY,2022-08-12 22:48:01,-19.9309,-60.7718,77.36,33,1,7.47
441,Pacific Grove,US,2022-08-12 22:48:02,36.6177,-121.9166,85.55,71,0,13.8
442,Bintulu,MY,2022-08-12 22:48:02,3.1667,113.0333,79.21,94,40,3.44
443,Mahibadhoo,MV,2022-08-12 22:48:02,3.7833,72.9667,81.0,77,87,4.83
444,Harlingen,US,2022-08-12 22:43:17,26.1906,-97.6961,91.31,78,20,16.11
445,California City,US,2022-08-12 22:48:03,35.1258,-117.9859,104.11,10,0,12.66
446,Batagay-Alyta,RU,2022-08-12 22:48:04,67.8006,130.4114,43.43,84,100,9.17
447,Caraz,PE,2022-08-12 22:48:04,-9.0486,-77.81,65.86,60,66,5.12
448,Comodoro Rivadavia,AR,2022-08-12 22:48:05,-45.8667,-67.5,48.06,34,20,19.57
449,Nanortalik,GL,2022-08-12 22:48:05,60.1432,-45.2371,46.45,96,100,6.82
450,Porto Novo,BJ,2022-08-12 22:48:06,6.4965,2.6036,75.02,86,64,8.72
451,Oranjemund,NA,2022-08-12 22:45:12,-28.55,16.4333,55.29,89,35,4.38
452,Polovinnoye,RU,2022-08-12 22:48:06,54.7914,65.9864,56.57,76,66,8.63
453,Sidi Ali,DZ,2022-08-12 22:48:07,36.0998,0.4206,78.94,61,1,3.02
454,Kaitangata,NZ,2022-08-12 22:48:07,-46.2817,169.8464,44.67,82,90,8.75
455,Tommot,RU,2022-08-12 22:48:08,58.9564,126.2925,57.22,99,100,0.96
456,Excelsior Springs,US,2022-08-12 22:48:08,39.3392,-94.2261,93.49,40,0,8.05
457,Tezu,IN,2022-08-12 22:48:09,27.9167,96.1667,76.14,98,99,3.69
458,Alofi,NU,2022-08-12 22:48:09,-19.0595,-169.9187,76.89,78,84,10.36
459,Ankazoabo,MG,2022-08-12 22:48:10,-22.2833,44.5167,62.13,70,0,4.63
460,Kysyl-Syr,RU,2022-08-12 22:49:10,63.8986,122.7617,55.38,74,98,7.2
461,Maningrida,AU,2022-08-12 22:49:11,-12.0667,134.2667,73.31,72,12,10.56
462,The Pas,CA,2022-08-12 22:49:11,53.8251,-101.2541,68.02,77,100,6.91
463,Calama,CL,2022-08-12 22:49:12,-22.4667,-68.9333,64.89,8,0,18.41
464,Ulagan,RU,2022-08-12 22:49:12,50.6321,87.9563,50.5,90,98,0.81
465,Ardabil,IR,2022-08-12 22:49:13,38.2498,48.2933,53.15,76,0,0.0
466,Nicoya,CR,2022-08-12 22:49:13,10.1483,-85.452,74.62,97,100,1.3
467,Telemaco Borba,BR,2022-08-12 22:44:23,-24.3239,-50.6156,53.85,82,36,3.76
468,Vetlanda,SE,2022-08-12 22:49:14,57.4289,15.0776,61.2,70,84,2.39
469,Sabang,ID,2022-08-12 22:49:15,5.8933,95.3214,81.54,73,45,14.9
470,Constitucion,CL,2022-08-12 22:46:02,-35.3333,-72.4167,49.82,82,78,4.83
471,Alanya,TR,2022-08-12 22:49:15,36.5438,31.9998,80.73,68,1,3.36
472,Vanimo,PG,2022-08-12 22:49:16,-2.6741,141.3028,76.1,91,100,3.69
473,Camabatela,AO,2022-08-12 22:49:16,-8.1881,15.375,59.47,70,26,3.53
474,Haines Junction,CA,2022-08-12 22:49:17,60.7522,-137.5108,73.35,53,47,2.3
475,Shache,CN,2022-08-12 22:49:17,38.4167,77.2406,74.86,54,95,3.18
476,Victor Harbor,AU,2022-08-12 22:49:18,-35.5667,138.6167,51.01,92,45,8.05
477,Walvis Bay,NA,2022-08-12 22:49:18,-22.9575,14.5053,53.1,93,6,9.22
478,Gat,IL,2022-08-12 22:45:02,31.61,34.7642,77.81,100,0,2.95
479,Erzincan,TR,2022-08-12 22:49:19,39.75,39.5,70.9,60,0,11.5
480,Kieta,PG,2022-08-12 22:49:19,-6.2167,155.6333,82.08,73,100,2.08
481,Andenes,NO,2022-08-12 22:49:20,69.3143,16.1194,49.98,87,100,14.97
482,Maragogi,BR,2022-08-12 22:49:20,-9.0122,-35.2225,74.91,84,1,9.1
483,Virginia Beach,US,2022-08-12 22:46:39,36.8529,-75.978,82.06,70,75,9.22
484,Angoram,PG,2022-08-12 22:49:21,-4.0625,144.0661,76.17,92,99,3.06
485,Yenagoa,NG,2022-08-12 22:49:22,4.9247,6.2642,73.87,96,95,3.85
486,Jackson,US,2022-08-12 22:46:26,42.4165,-122.8345,91.15,27,0,13.8
487,Bud,US,2022-08-12 22:49:22,39.447,-86.1758,77.02,70,97,5.84
488,Port Hardy,CA,2022-08-12 22:49:23,50.6996,-127.4199,68.18,77,75,6.91
489,Bandarbeyla,SO,2022-08-12 22:49:23,9.4942,50.8122,76.64,76,96,30.09
490,Doha,QA,2022-08-12 22:49:24,25.2867,51.5333,93.51,79,45,6.91
491,Viedma,AR,2022-08-12 22:49:24,-40.8135,-62.9967,54.77,47,27,10.13
492,Balabac,PH,2022-08-12 22:49:25,7.9868,117.0645,82.31,74,66,4.47
493,Eluru,IN,2022-08-12 22:49:25,16.7,81.1,81.7,71,100,12.91
494,Maniitsoq,GL,2022-08-12 22:49:26,65.4167,-52.9,46.22,72,34,7.25
495,Rassvet,RU,2022-08-12 22:49:26,46.8333,40.75,76.93,36,57,9.57
496,Broken Hill,AU,2022-08-12 22:49:26,-31.95,141.4333,46.85,74,35,16.24
497,Nemuro,JP,2022-08-12 22:45:17,43.3236,145.575,67.46,98,87,9.42
498,Shihezi,CN,2022-08-12 22:49:27,44.3,86.0333,69.22,55,12,2.26
499,Guerrero Negro,MX,2022-08-12 22:49:27,27.9769,-114.0611,82.78,58,17,14.58
500,Pyay,MM,2022-08-12 22:49:28,18.8167,95.2167,73.87,95,100,11.5
501,Sitka,US,2022-08-12 22:49:28,57.0531,-135.33,60.69,82,100,8.05
502,Taft,IR,2022-08-12 22:49:29,31.7471,54.2088,71.55,13,0,4.61
503,Ornskoldsvik,SE,2022-08-12 22:49:29,63.2909,18.7153,52.75,82,100,2.3
504,Lavrentiya,RU,2022-08-12 22:49:30,65.5833,-171.0,50.88,85,100,7.92
505,Malkangiri,IN,2022-08-12 22:49:30,18.35,81.9,74.66,96,96,3.13
506,Ostrovnoy,RU,2022-08-12 22:50:30,68.0531,39.5131,50.27,73,84,27.38
507,Coquimbo,CL,2022-08-12 22:50:31,-29.9533,-71.3436,56.93,71,20,8.05
508,Makushino,RU,2022-08-12 22:50:31,55.2103,67.2442,58.44,70,96,9.75
509,Weymouth,US,2022-08-12 22:50:32,42.2209,-70.9398,78.94,60,40,8.05
510,Gobabis,NA,2022-08-12 22:50:32,-22.45,18.9667,57.29,10,1,7.0
511,Beyneu,KZ,2022-08-12 22:50:33,45.3167,55.2,82.87,25,1,8.37
512,Port Lincoln,AU,2022-08-12 22:50:33,-34.7333,135.8667,54.01,75,80,16.98
513,Koumac,NC,2022-08-12 22:50:33,-20.5667,164.2833,73.89,56,2,8.01
514,Acapulco,MX,2022-08-12 22:49:20,16.8634,-99.8901,83.14,72,96,3.49
515,Sioux Lookout,CA,2022-08-12 22:50:34,50.1001,-91.917,75.27,50,40,4.61
516,Sayansk,RU,2022-08-12 22:50:35,54.1088,102.1648,54.52,89,17,0.74
517,Vostok,RU,2022-08-12 22:50:35,46.4856,135.8833,61.5,79,35,1.48
518,Tanout,NE,2022-08-12 22:50:36,14.9709,8.8879,84.07,47,82,14.72
519,Waitati,NZ,2022-08-12 22:50:36,-45.75,170.5667,45.39,76,82,3.96
520,Conde,BR,2022-08-12 22:50:36,-7.2597,-34.9075,76.46,88,20,11.5
521,Bairiki,KI,2022-08-12 22:50:37,1.3292,172.9752,86.0,74,20,9.22
522,Yerbogachen,RU,2022-08-12 22:50:37,61.2767,108.0108,47.44,81,80,5.97
523,Octeville,FR,2022-08-12 22:50:38,49.6261,-1.6435,70.29,60,0,8.05
524,Waipawa,NZ,2022-08-12 22:50:38,-41.4122,175.5153,45.19,71,100,7.11
525,Gaogou,CN,2022-08-12 22:50:39,34.0175,119.1886,82.71,79,88,5.48
526,Suba,PH,2022-08-12 22:50:39,10.8438,121.0102,83.71,75,78,9.8
527,Baturite,BR,2022-08-12 22:49:21,-4.3286,-38.8847,75.31,80,40,4.99
528,Kirovskiy,RU,2022-08-12 22:50:40,45.0917,133.5136,68.32,72,54,5.64
529,Hakkari,TR,2022-08-12 22:50:40,37.5833,44.1667,63.81,65,0,6.31
530,Ahuimanu,US,2022-08-12 22:50:41,21.4447,-157.8378,85.14,61,0,18.41
531,Novopokrovka,UA,2022-08-12 22:50:41,49.8425,36.5477,80.47,34,100,13.24
532,Kailua,US,2022-08-12 22:50:42,21.4022,-157.7394,85.41,63,0,11.5
533,Yumen,CN,2022-08-12 22:50:42,40.2833,97.2,73.98,66,96,10.8
534,Long Xuyen,VN,2022-08-12 22:50:43,10.3833,105.4167,75.15,92,45,5.08
535,Mehamn,NO,2022-08-12 22:50:43,71.0357,27.8492,49.95,87,100,21.85
536,Eureka,US,2022-08-12 22:50:44,40.8021,-124.1637,74.19,72,2,5.99
537,Zarand,IR,2022-08-12 22:50:44,30.8127,56.564,67.5,22,0,4.29
538,Mounana,GA,2022-08-12 22:50:45,-1.4085,13.1586,74.82,60,100,5.01
539,Garmsar,IR,2022-08-12 22:50:45,35.2182,52.3409,82.92,17,0,7.02
540,Quatre Cocos,MU,2022-08-12 22:50:46,-20.2078,57.7625,68.09,74,92,18.03
541,Maarianhamina,AX,2022-08-12 22:50:46,60.0973,19.9348,49.86,100,0,2.3
542,Odweyne,SO,2022-08-12 22:50:47,9.4092,45.064,71.02,58,91,20.09
543,Zyryanovsk,KZ,2022-08-12 22:50:47,49.7386,84.2719,56.71,86,76,1.77
544,Brandon,US,2022-08-12 22:50:47,27.9378,-82.2859,91.31,73,100,5.75
545,Santo Tomas,PH,2022-08-12 22:50:48,14.1079,121.1414,77.56,91,97,1.32
